,precip_norm,Location,forecast_day,latitude,longitude,name,State
364,5.004333333333333,US_VT,6,44.558803,-72.577841,Vermont,VT
365,7.106333333333334,US_VT,7,44.558803,-72.577841,Vermont,VT
366,0.5053333333333334,US_VT,8,44.558803,-72.577841,Vermont,VT
367,-0.30933333333333346,US_VT,9,44.558803,-72.577841,Vermont,VT
368,-3.5640000000000005,US_VA,0,37.431573,-78.656894,Virginia,VA
369,-2.018333333333333,US_VA,3,37.431573,-78.656894,Virginia,VA
370,-0.9856666666666667,US_VA,4,37.431573,-78.656894,Virginia,VA
371,-0.7786666666666668,US_VA,5,37.431573,-78.656894,Virginia,VA
372,2.118666666666667,US_VA,6,37.431573,-78.656894,Virginia,VA
373,0.6973333333333332,US_VA,7,37.431573,-78.656894,Virginia,VA
374,1.6223333333333332,US_VA,8,37.431573,-78.656894,Virginia,VA
